STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2017,,13169370.9,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2018,,13628646.5,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2019,,14122772.4,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2020,,13578815.3,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2021,,14792279.6,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2022,,16170154.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2023,,17256923.3,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2024,,18022243.8,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2025,,18810682.2,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2016,,215717.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2017,,224706.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2018,,231905.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2019,,238518.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2020,,236387.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2021,,248764.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2022,,266135.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2023,,273005.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2024,,275993.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2025,,280570.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2016,,2231819.2,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2017,,2291680.5,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2018,,2355362.8,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2019,,2432206.8,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2020,,2318276.2,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2021,,2508102.3,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2022,,2653997.2,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2023,,2826541.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2024,,2919899.9,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,FR,France,2025,,2979085.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2016,,47573.5,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2017,,50204.3,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2018,,53035.3,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2019,,55767.8,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2020,,50717.8,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2021,,58390.4,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2022,,67609.4,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2023,,79186.3,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2024,,85905.2,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2025,,92975.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2016,,116593.5,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2017,,127222.5,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2018,,136580.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2019,,147373.2,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2020,,138954.5,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2021,,154971.7,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2022,,168546.2,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2023,,196983.7,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2024,,206156.2,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,HU,Hungary,2025,,218833.9,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,IE,Ireland,2016,,275933.1,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,IE,Ireland,2017,,308366.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,IE,Ireland,2018,,335136.0,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,IE,Ireland,2019,,363752.6,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,IE,Ireland,2020,,381728.7,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,IE,Ireland,2021,,448445.1,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CP_MEUR,"Current prices, million euro",B1GQ,Gross domestic product at market prices,IE,Ireland,2022,,520718.4,,,,,
